#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DensityCorrection;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
wave;sekjt956;21-06-2020 06:20:39;6244;1598.814453;199.850281;1598.879517;1272320;0;58459;321;5677;6244;1112;Cpu;Symplectic;Wendland;Artificial;0.010000;None;8.000000;491;456;0.028284;(700-1300);0;0;2H;Pos-Double - OpenMP(Threads:8);0.064835;1.622087;2.747512;2.205817;0.008259;6.340075;1577.137085;0.000000;6.681481;0.000000;0.305058;0.000000;0.000000;1.624711;0.000000;0.000000;0.000000
